小区名,区县,地址,楼层高度,建造年限
昌瑞城,,营山白塔公园乐业街167号,高层(共7层),2010年建造
天人苑,,营山正东街纸市街144号,高层(共6层),2005年建造
圣桦城,,营山正东街一环路北二段136号,低层(共33层),2020年建造
圣桦公馆(营山),,营山宝珍广场一环路,高层(共17层),2017年建造
信智万锦城,,营山白塔公园营渠东路,高层(共17层),2019年建造
圣桦城,,营山正东街一环路北二段136号,低层(共33层),2017年建造
圣桦城,,营山正东街一环路北二段136号,低层(共33层),2016年建造
信智城(营山),,营山正东街复兴路,低层(共20层),2018年建造
水木清华,,营山白塔公园流二桥街,中层(共18层),2016年建造
文林小区,,营山正东街文林街72号,中层(共7层),2006年建造
天成国际,,营山正东街红安横街,中层(共24层),2016年建造
誉峰二期,,营山白塔公园一环路北段,中层(共20层),2022年建造
时代春天雅郡,,营山宝珍广场文昌街145号,高层(共7层),2010年建造
锦绣家园,,营山正东街三星中路90号,高层(共7层),2015年建造
信智城(营山),,营山正东街复兴路,中层(共20层),2019年建造
圣桦城,,营山正东街一环路北二段136号,低层(共33层),2015年建造
华邦天悦府(二期),,营山正东街红光东路239号,低层(共23层),2019年建造
锦绣家园,,营山正东街三星中路90号,中层(共6层),2010年建造
水木清华,,营山白塔公园流二桥街,中层(共18层),2015年建造
上锦城,,营山正东街营渠东路,高层(共12层),2015年建造
优筑紫御天成(新房),,营山正东街一环路·叠湖公园旁,,
华邦天悦府(一期),,营山西月湖公园永安大道,中层(共20层),2017年建造
万盛家园,,营山正东街西林路,中层(共6层),2011年建造
圣桦城,,营山正东街一环路北二段136号,低层(共33层),2015年建造
帝锦城,,营山正东街营山一环路,中层(共25层),2017年建造
翡翠名苑B区,,营山宝珍广场文昌街48号,中层(共7层),2008年建造
圣桦公馆(营山),,营山宝珍广场一环路,中层(共18层),2019年建造
水木清华,,营山白塔公园流二桥街,低层(共25层),2010年建造
朗润国际社区,,营山正东街北门桥街31号,高层(共11层),2015年建造
永康尚品国际,,营山正东街一环路,高层(共22层),2015年建造
圣桦公馆(营山),,营山宝珍广场一环路,高层(共17层),2020年建造
中虹新城,,营山正东街翠屏东路93号,中层(共25层),2016年建造
1826富丽东方,,营山白塔公园营渠东路,中层(共20层),2020年建造
文运国际花园西区,,营山白塔公园白塔巷45号,高层(共15层),2012年建造
文运国际花园A区,,营山白塔公园望塔路39号,中层(共12层),2010年建造
昌瑞城,,营山白塔公园乐业街167号,中层(共7层),2014年建造
锦绣豪庭,,营山宝珍广场西干道49号,高层(共18层),2015年建造
华邦天悦府(一期),,营山西月湖公园永安大道,中层(共26层),2017年建造
文运国际花园西区,,营山白塔公园白塔巷45号,中层(共18层),2016年建造
金域鸿都,,营山西月湖公园永安大道,高层(共17层),2017年建造
圣桦公馆(营山),,营山宝珍广场一环路,低层(共18层),2016年建造
光耀紫极1826B区,,营山白塔公园白塔后街315号,低层(共17层),2012年建造
上锦城,,营山正东街营渠东路,低层(共33层),2016年建造
天悦城二期,,营山西月湖公园兴隆北路,低层(共11层),2020年建造
华邦天悦府(二期),,营山正东街红光东路239号,中层(共21层),2019年建造
信智万锦城,,营山白塔公园营渠东路,高层(共18层),2020年建造
永康尚品国际,,营山正东街一环路,高层(共18层),2019年建造
信智万锦城,,营山白塔公园营渠东路,高层(共28层),2015年建造
圣桦公馆(营山),,营山宝珍广场一环路,高层(共18层),2016年建造
光耀紫极1826B区,,营山白塔公园白塔后街315号,低层(共17层),2017年建造
圣桦城,,营山正东街一环路北二段136号,中层(共33层),2016年建造
荣泰香江名都,,营山正东街三星中路,低层(共24层),2014年建造
永康尚品国际,,营山正东街一环路,高层(共18层),2018年建造
1826富丽东方,,营山白塔公园营渠东路,高层(共7层),2020年建造
天成国际,,营山正东街红安横街,高层(共17层),2016年建造
昌瑞城,,营山白塔公园乐业街167号,中层(共7层),2014年建造
凯悦世纪城,,营山白塔公园复兴二街,中层(共25层),2016年建造
圣桦名城,,营山正东街永安大道,中层(共28层),2016年建造
金河名城,,营山正东街磨子街41号,中层(共18层),2015年建造
金域鸿都,,营山西月湖公园永安大道,中层(共25层),2015年建造
天成国际,,营山正东街红安横街,高层(共17层),2015年建造
信智万锦城,,营山白塔公园营渠东路,高层(共20层),2019年建造
凯悦世纪城,,营山白塔公园复兴二街,中层(共22层),2015年建造
西岸枫景,,营山宝珍广场兴隆路242号,中层(共7层),2013年建造
昌信帝怡郡,,营山正东街复兴路,高层(共23层),2010年建造
信智城(营山),,营山正东街复兴路,中层(共17层),2021年建造
瑞鼎御府,,营山正东街一环路南三段与兴隆南路交汇处,,
锦绣家园,,营山正东街三星中路90号,高层(共7层),2007年建造
远达鹭湖宫(新房),,营山正东街西城实验小学对面,,
远达鹭湖宫(新房),,营山正东街西城实验小学对面,,
圣桦公馆(营山),,营山宝珍广场一环路,高层(共18层),2016年建造
和谐世家,,营山白塔公园翠屏东路224号,高层(共17层),2015年建造
优筑紫御天成(新房),,营山正东街一环路·叠湖公园旁,,
荣泰香江名都,,营山正东街三星中路,高层(共17层),2016年建造
万霖凤凰城,,营山白塔公园金龙大道西廷线,低层(共20层),2021年建造
华邦天悦府(二期),,营山正东街红光东路239号,低层(共17层),2020年建造
天成国际,,营山正东街红安横街,高层(共22层),2016年建造
锦绣家园,,营山正东街三星中路90号,中层(共7层),2007年建造
优筑紫御天成(新房),,营山正东街一环路·叠湖公园旁,,
华邦天誉,,营山正东街芙蓉大道北段与一环路交汇处北侧100米,,
华邦天誉,,营山正东街芙蓉大道北段与一环路交汇处北侧100米,,
远达鹭湖宫(新房),,营山正东街西城实验小学对面,,
瑞鼎御府,,营山正东街一环路南三段与兴隆南路交汇处,,
瑞鼎御府,,营山正东街一环路南三段与兴隆南路交汇处,,
瑞鼎御府,,营山正东街一环路南三段与兴隆南路交汇处,,
远达鹭湖宫(新房),,营山正东街西城实验小学对面,,
华邦天誉,,营山正东街芙蓉大道北段与一环路交汇处北侧100米,,
翠屏新城·悦湖,,营山正东街翠屏西路（原87队车站旁）,,
瑞鼎御府,,营山正东街一环路南三段与兴隆南路交汇处,,
瑞鼎御府,,营山正东街一环路南三段与兴隆南路交汇处,,
瑞鼎御府,,营山正东街一环路南三段与兴隆南路交汇处,,
华邦天誉,,营山正东街芙蓉大道北段与一环路交汇处北侧100米,,
御景台,,营山正东街东一环外侧云凤实验学校分校旁,,
翠屏新城·悦湖,,营山正东街翠屏西路（原87队车站旁）,,
御景台,,营山正东街东一环外侧云凤实验学校分校旁,,
瑞鼎御府,,营山正东街一环路南三段与兴隆南路交汇处,,
翠屏新城·悦湖,,营山正东街翠屏西路（原87队车站旁）,,
御景台,,营山正东街东一环外侧云凤实验学校分校旁,,
优筑紫御天成(新房),,营山正东街一环路·叠湖公园旁,,
翠屏新城·悦湖,,营山正东街翠屏西路（原87队车站旁）,,
天悦城二期,,营山西月湖公园兴隆北路,低层(共11层),2019年建造
圣桦公馆(营山),,营山宝珍广场一环路,低层(共15层),2019年建造
百姓佳苑,,营山西月湖公园北坝横街208号,中层(共7层),2015年建造
华邦天誉,,营山正东街芙蓉大道北段与一环路交汇处北侧100米,,
和怡?壹号院,,营山白塔公园营山永安大道与芙蓉大道交汇处,,
和怡?壹号院,,营山白塔公园营山永安大道与芙蓉大道交汇处,,
光耀紫极1826B区,,营山白塔公园白塔后街315号,低层(共17层),
和谐世家,,营山白塔公园翠屏东路224号,高层(共17层),
荣泰欧玛特广场,,营山正东街复兴一街41号,中层(共31层),
昌信帝怡湾A区,,营山正东街复兴一街,低层(共17层),
明华家园A区,,营山宝珍广场飞仙街40号,高层(共6层),
新华园(营山),,营山宝珍广场景阳大道278号,中层(共8层),
北坝横街210号小区,,营山西月湖公园北坝横街210号,低层(共7层),
新华园(营山),,营山宝珍广场景阳大道278号,中层(共8层),
朗润国际社区,,营山正东街北门桥街31号,高层(共11层),
锦绣家园,,营山正东街三星中路90号,高层(共7层),
新华园(营山),,营山宝珍广场景阳大道278号,中层(共7层),
信智万锦城,,营山白塔公园营渠东路,中层(共32层),2019年建造
金河名城,,营山正东街磨子街41号,中层(共15层),2016年建造
龙腾花园(翠屏中路),,营山正东街翠屏中路253号,高层(共7层),2000年建造
圣桦公馆(营山),,营山宝珍广场一环路,中层(共15层),2019年建造
永康尚品国际,,营山正东街一环路,中层(共25层),2019年建造
圣桦城,,营山正东街一环路北二段136号,中层(共33层),2018年建造
西岸枫景,,营山宝珍广场兴隆路242号,低层(共27层),2015年建造
西岸枫景,,营山宝珍广场兴隆路242号,中层(共21层),2017年建造
三星佳苑,,营山正东街三星北路,中层(共8层),2010年建造
昌信帝怡湾B区,,营山正东街复兴一街12号,高层(共24层),2016年建造
天人苑,,营山正东街纸市街144号,低层(共7层),2006年建造
华邦天悦国际,,营山白塔公园一环路北二段,中层(共23层),2021年建造
紫薇茗城,,营山正东街环城路312号,高层(共17层),2016年建造
信智万锦城,,营山白塔公园营渠东路,中层(共32层),2019年建造
西城首座,,营山西月湖公园兴隆北路,中层(共21层),2018年建造
帝锦城,,营山正东街营山一环路,低层(共25层),2019年建造
上锦城,,营山正东街营渠东路,高层(共22层),2020年建造
馨苑小区,,营山宝珍广场正西街106号,中层(共8层),2012年建造
华邦天悦国际,,营山白塔公园一环路北二段,中层(共23层),2021年建造
永康尚品国际,,营山正东街一环路,中层(共18层),2020年建造
光明苑小区,,营山正东街新民路,高层(共7层),2002年建造
天悦城二期,,营山西月湖公园兴隆北路,低层(共20层),2020年建造
中华名园,,营山白塔公园翠屏东路286号,低层(共6层),2016年建造
1826富丽东方,,营山白塔公园营渠东路,低层(共18层),2021年建造
万和家园A区,,营山正东街永安大道29号,高层(共7层),2018年建造
天悦城一期,,营山西月湖公园兴隆北路,中层(共20层),2018年建造
华邦天悦国际,,营山白塔公园一环路北二段,高层(共20层),2021年建造
时代春天铂郡,,营山宝珍广场文昌街154号,中层(共6层),2013年建造
帝锦城,,营山正东街营山一环路,中层(共23层),2019年建造
永康尚品国际,,营山正东街一环路,低层(共23层),2017年建造
信智万锦城,,营山白塔公园营渠东路,中层(共23层),2019年建造
誉峰二期,,营山白塔公园一环路北段,高层(共20层),2020年建造
誉峰二期,,营山白塔公园一环路北段,高层(共20层),2020年建造
信智城(营山),,营山正东街复兴路,低层(共26层),2021年建造
信智城(营山),,营山正东街复兴路,中层(共19层),2020年建造
圣桦名城,,营山正东街永安大道,低层(共26层),2018年建造
华邦天悦府(二期),,营山正东街红光东路239号,中层(共20层),2019年建造
凯悦世纪城,,营山白塔公园复兴二街,低层(共24层),2014年建造
南苑二期,,营山正东街碑垭路113号,中层(共7层),2000年建造
上好佳苑,,营山西月湖公园西月路367号,高层(共7层),2008年建造
时代春天铂郡,,营山宝珍广场文昌街154号,高层(共7层),2016年建造
时代春天雅郡,,营山宝珍广场文昌街145号,低层(共7层),2010年建造
天悦城二期,,营山西月湖公园兴隆北路,中层(共11层),2018年建造
永康尚品国际,,营山正东街一环路,低层(共25层),2019年建造
紫薇茗城,,营山正东街环城路312号,高层(共15层),2015年建造
卓锦城,,营山正东街红光街368号,中层(共22层),2019年建造
西岸枫景,,营山宝珍广场兴隆路242号,中层(共7层),2011年建造
信智万锦城,,营山白塔公园营渠东路,高层(共17层),2020年建造
永康尚品国际,,营山正东街一环路,中层(共17层),2020年建造
景阳街中景园,,营山正东街景阳路115号,高层(共7层),2006年建造
